Id,Name,Country,City,Address,Latitude,Longitude
592705486850,Seaside Oceanfront Inn & Restaurant,US,Seaside,581 S Prom,45.990632,-123.930114
618475290624,Country Inn and Suites By Carlson Corbin,US,Corbin,1888 Cumberland Falls Hwy,36.920051,-84.127582
627065225216,Quality Suites Intercontinental Airport West,US,Houston,15321 Vantage Pkwy E,29.940256,-95.362277
652835028992,Adria Motor Inn,US,Bayside,22033 Northern Blvd,40.761604,-73.76084
652835028997,Amerihost Inn,US,Jeffersonville,11431 Allen Rd,39.61573,-83.611885
661424963584,Spirit Tree Inn B & B,US,Patagonia,3 Harshaw Creek Rd,31.52159,-110.70107
661424963589,Econo Lodge,US,Bellefonte,3482 Benner Pike,40.883027,-77.779928
678604832770,Best Western,US,Mount Airy,125 Plaza Ln,36.48658,-80.746031
687194767364,Holiday Inn,US,Springfield,304 Us Highway 22,40.684914,-74.33085
695784701955,La Quinta Inn and Suites Miami Cutler Bay,US,Miami,10821 Caribbean Blvd,25.578643,-80.367017
704374636545,Clarion Inn,US,Elk City,101 Meadow Rdg,35.386405,-99.401614
704374636548,Wakonda Hotel & Bar,US,Wakonda,101 Ohio St,43.009231,-97.107824
721554505730,Best Western Eufaula Inn,US,Eufaula,1300 Birkes Rd,35.30333,-95.59251
730144440324,Bay Shores Yachttennisclub 514 2 Br Condo By Redawning,US,Indian Rocks Beach,19451 Gulf Blvd,27.850447,-82.844245
747324309504,Azul Beach Hotel By Karisma Gourmet Inclusive,US,Mont Belvieu,Carretera Cancun,20.90572,-86.84786
747324309509,Americas Best Value Inn,US,North Platte,602 E 4th St,41.13524203,-100.7566567
755914244098,Intown Suites El Paso,US,El Paso,7984 Gateway East Blvd,31.75071,-106.34292
764504178688,Hotel Russo Palace,US,Mableton,Riviera San Nicol 11/a,45.421611,12.376187
773094113282,Good Nite Inn Rohnert Park,US,Rohnert Park,5040 Redwood Dr,38.3636,-122.71498
781684047875,Super 8 - Upland,US,Upland,1282 W 7th St,34.08881,-117.67238
790273982467,Westernaire Motel,US,Mesa,5414 E Main St,33.4157,-111.7143
798863917059,Spruce Meadow Cabins,US,Jackman,852 Main St,45.68028,-70.28407
807453851650,Bailey Hotel,US,Bunkie,200 W Magnolia St,30.953453,-92.18473
816043786244,Microtel Inn and Suites By Wyndham Burlington,US,Burlington,2185 W Hanford Rd,36.06256,-79.43484
824633720835,Fireside Inn Santa Cruz,US,Santa Cruz,311 2nd St,36.965324,-122.021465
824633720839,Budget Inn,US,Owensboro,316 E 3rd St,37.773652,-87.107953
833223655425,Fairbridge Inn,US,Kalispell,1701 Us Highway 93 S,48.18245,-114.30526
841813590017,1785 Inn,US,North Conway,3582 White Mountain Hwy,44.074067,-71.141015
841813590019,"Nippersink Country Club, Inc.",US,Genoa City,N1055 Tombeau Rd,42.528357,-88.305893
850403524609,The Jayakarta Bali,US,Arvada,Jl Werkudara St,-8.700062,115.164407
858993459203,East Side Motel Cabins,US,Mobridge,510 7th Ave E,45.537468,-100.423775
858993459207,Rodeway Inn Near Venice Beach,US,Los Angeles,11933 W Washington Blvd,33.997833,-118.42066
876173328384,Econo Lodge St Robert,US,St. Robert,309 Highway Z,37.8228,-92.14079
876173328389,Greenstay Hotel and Suites,US,Springfield,222 N Ingram Mill Rd,37.2085,-93.22816
893353197568,Quality Inn & Suites,US,Denver,12085 Delaware St,39.915086,-104.992635
893353197573,Red Roof Inn Erie,US,Erie,7865 Perry Hwy,42.071304,-80.03911
910533066755,Bosselmans Pump Pantry Motel,US,Burwell,517 S 1st St,41.781994,-99.12564
919123001346,Keyser Inn Inc,US,Keyser,29 New Creek Hwy,39.439293,-78.970856
936302870529,Lake Hill Cabins,US,Athens,15201 E Scatter Rdg,39.35401,-81.998825
936302870534,Days Inn,US,Kingsport,805 Lynn Garden Doctor I 181,36.563074,-82.56591
944892805123,Red Rest Inn,US,Macon,4951 Eisenhower Pkwy,32.81274,-83.71964
953482739712,Columbia Gorge Riverside Lodge,US,Stevenson,200 S W Cascade Ave,45.69192,-121.88308
962072674305,Chippewa Hotel,US,Gaylord,26 Hayes Rd,45.027702,-84.663734
962072674308,La Brea Hotel,US,Inglewood,524 N La Brea Ave,33.96999,-118.35586
970662608898,Villa Carlotta,US,Medina,Via Pirandello 81,37.850643,15.293988
970662608903,"The Ritz-carlton Orlando, Grande Lakes",US,Orlando,4012 Orida Pkwy Centralfl,28.407331,-81.404647
970662608906,Americas Best Value Inn,US,Carson City,2731 S Carson St,39.142715,-119.767824
987842478080,Dead Broke Inn,US,Young,47893 N Arizona Highway 288,,
996432412675,Rips Country Inn,US,Bowie,3809 Crain Hwy,38.942771,-76.717039
996432412678,Rodeway Inn,US,Elko,736 Idaho St,40.83441,-115.760897
1005022347267,Hampton Inn Waco,US,Waco,4259 Interstate 35 N,31.501896,-97.145605
1013612281856,Doubletree By Hilton West Palm Beach Airport,US,West Palm Beach,1808 S Australian Ave,26.697607,-80.072864
1013612281858,Sheraton Mission Valley San Diego Hotel,US,San Diego,1433 Camino Del Rio South,32.765811,-117.150442
1013612281863,Hampton Inn,US,Alamosa,710 Mariposa St,37.48132,-105.90579
1022202216448,Hotel Aura Sfo,US,San Bruno,190 El Camino Real,37.617582,-122.408516
1022202216450,Twin Pines Motel,US,Indiana,420 East Pike,40.62034,-79.13034
1030792151044,Desert Motel Restaurant,US,Wellton,28709 Los Angeles Ave,32.673,-114.14621
1047972020225,Aspen Alps,US,Aspen,700 Ute Ave,39.1859,-106.81712
1056561954817,Sombrero Resort and Marina,US,Marathon,19 Sombrero Blvd,24.711823,-81.08055
1056561954822,Red Roof Inn Cedar Rapids,US,Cedar Rapids,3243 S Ridge Dr S W,41.946156,-91.67239
1073741824002,Hampton Inn New Orleans - Downtown,US,New Orleans,226 Carondelet St,29.952146,-90.071143
1082331758594,Hampton Inn and Suites Annapolis,US,Annapolis,124 Womack Dr,38.97555,-76.54838
1099511627776,Extended Stay America - Raleigh - Cary - Regency Parkway S,US,Cary,3100 Regency Pkwy,35.73348,-78.78996
1099511627781,Forest Hill Inn,US,Stevens,1345 Forest Hill Rd,40.246049,-76.246328
1108101562372,Travelodge Ruther Glen,US,Ruther Glen,23500 Welcome Way Dr,37.93889,-77.47339
1125281431552,Holiday Inn Express Atlanta Ne - I-85 Clairmont,US,Atlanta,2920 Clairmont Rd,33.843213,-84.314667
1133871366146,Stratford Inn,US,Aberdeen,4430 Highway 12 E,45.459026,-98.42784
1142461300737,Crestview Condominiums,US,Park City,6713 N 2200 W,40.728523,-111.55332
1142461300742,Days Inn,US,Baraboo,944 Us Highway 12,43.479473,-89.76921
1151051235332,Hampton Inn & Suites Millington,US,Millington,8838 Us Highway 51 N,35.367281,-89.88659
1168231104513,Red Roof Inn Somerset,US,Somerset,1201 S Highway 27,37.076744,-84.618904
1176821039104,Days Inn Bloomington,US,Bloomington,200 E State Road 45/46 Bypass,39.18581,-86.533195
1185410973697,Candlewood Suites West Springfield,US,West Springfield,572 Riverdale St,42.12138,-72.62555
1194000908289,Park Terrace Suites,US,Phoenix,2577 W Greenway Rd,33.625296,-112.113521
1202590842881,Best Western Plus French Quarter Landmark Hotel,US,New Orleans,920 N Rampart St,29.962454,-90.06636
1202590842883,Pueblo Bonito Sunset Beach Resort & Spa - All Inclusive,US,Virginia Beach,Predio Paraiso Escondido S/n,22.875315,-109.930688
1202590842888,Sportsmen's Lodge,US,Studio City,12825 Ventura Blvd,34.144791,-118.41155
1219770712064,Hyatt Regency Reston,US,Reston,1800 Presidents Saint A,38.958709,-77.355574
1228360646656,Tryp Dusseldorf Krefeld Hotel,US,Terre Haute,Europark Fichtenhain A1,51.295746,6.557915
1236950581251,Americas Best Value Inn,US,Cheyenne,2512 W Lincolnway,41.11915,-104.84949
1254130450433,Irish House Hotel,US,Mount Sterling,883 850 E Il 99 Saint Mount Sterling Il,39.973892,-90.75766
1262720385027,Quality Inn & Suites,US,Jamestown,507 25th St S W,46.88229,-98.715156
1271310319619,Travelodge Anaheim Convention Center,US,Anaheim,2060 S Harbor Blvd,33.796738,-117.915091
1279900254210,Stay Inn,US,West Palm Beach,1505 Belvedere Rd,26.69091,-80.07274
1297080123392,Days Inn Barstow,US,Barstow,1590 Cool Water Ln,34.89095,-117.00283
1305670057984,Super 8 Columbia Dwntwn Sc,US,Columbia,5719 Fairfield Rd,34.06241,-81.02341
1305670057989,Cambria Hotel & Suites,US,Roanoke,301 Reserve Ave,37.256149,-79.947005
1305670057993,Hotel Valencia Santana Row,US,San Jose,355 Santana Row,37.32098,-121.9479
1314259992580,Crossroads Hotel,US,Chicago,5300 S Pulaski Rd,41.79735,-87.72327
1322849927172,Beacon Motel,US,Kiowa,1033 S Garfield Ave,34.71855,-95.90046
1322849927174,Sids Resort,US,Greenbush,4321 S Us Highway 23,44.529854,-83.31476
1331439861762,Suburban Extended Stay of Memphis Bartlett,US,Memphis,7380 Stage Road Hwy 64,35.20486,-89.8086
1340029796352,Inn At The River,US,East Wenatchee,580 Valley Mall Pkwy,47.412354,-120.29131
1348619730949,New York Marriott Marquis,US,New York,1535 Broadway,40.758465,-73.985639
1357209665539,Holiday Inn Express,US,Springfield,3480 Hutton St,44.083797,-123.03951
1374389534720,Best Western Luxury Inn,US,Tracy,811 W Clover Rd,37.761502,-121.435165
1382979469312,La Quinta Inn and Suites Tucson - Reid Park,US,Tucson,102 N Alvernon Way,32.223615,-110.909418
1391569403904,Hotel De La Ville,US,Humeston,Piazza Antinori 1,43.772349,11.251337
1391569403909,Holiday Inn Express & Suites Willows,US,Willows,545 Humboldt Ave,39.526682,-122.212249
1408749273088,Hilton Garden Inn Burlington Downtown,US,Burlington,101 Main St,44.47582,-73.21555
1408749273090,La Quinta Inn & Suites Chicago Tinley Park,US,Tinley Park,7255 183rd St,41.557196,-87.793904
1417339207684,Patalya Thermal Resort,US,Southport,Soguksu Milli Parki,40.45411,32.622334
1417339207689,Lazy T Motel,US,Junction,2043 Main St,30.49354,-99.77822
1425929142275,H��tel Marinca and Spa,US,Manassas,Domaine Vitricella,41.69702,8.89878
1434519076865,Fiesta Inn and Suites,US,San Antonio,4934 N W Loop 410,29.487838,-98.583884
1443109011459,Best Western Knoxville Suites,US,Knoxville,5317 Pratt Rd,36.014181,-83.969034
1443109011462,The Desmond House Bed & Breakfast,US,Redding,1449 Riverside Dr,40.590188,-122.394149
1451698946052,Days Inn-amarillo-medical Ctr,US,Amarillo,2102 S Coulter St,35.188787,-101.920465
1468878815232,Americas Best Value Inn,US,Percival,2113 Sapp Brothers Dr,40.68973,-95.788826
1468878815237,Hawthorn Suites Dayton North,US,Dayton,7070 Poe Ave,39.849845,-84.189419
1477468749826,La Quinta Inn,US,Houston,18828 State Highway 249,29.970456,-95.558938
1494648619008,Econo Lodge Big Spring,US,Big Spring,804 W Interstate 20,32.255632,-101.468976
1503238553601,Holiday Inn Express & Suites Lenoir City (knoxville Area),US,Lenoir City,1112 Highway 321 N,35.82745,-84.27773
1511828488192,Homewood Suites,US,Englewood,199 Inverness Dr W,39.567078,-104.86793
1520418422787,Brooks Donald L Jr,US,Strasburg,2 Little Beaver Rd,39.97231,-76.15138
1537598291969,Astro Motel,US,Waco,3416 Interstate 35 S,31.517883,-97.13759
1546188226561,Fairfield Inn & Suites Atlanta Perimeter Center,US,Atlanta,1145 Hammond Dr N E,33.918756,-84.3485
1546188226565,Residence Inn By Marriott Fort Lauderdale Weston,US,Fort Lauderdale,2605 Weston Rd,26.085576,-80.372269
1563368095744,Blue Top Inn,US,Lamar,65 S E First Ln,37.486855,-94.29853
1571958030337,A Bed & Breakfast In Cambridge,US,Cambridge,1657 Cambridge St,42.374972,-71.110408
1571958030339,Hotel Columbia,US,Telluride,301 W San Juan Ave,37.936026,-107.813392
1580547964932,Comfort Inn and Suites,US,Riverton,2020 N Federal Blvd,43.04532,-108.38065
1597727834114,Pine Motel,US,Bordentown,5256 Us 130,40.118973,-74.751976
1614907703298,Days Inn,US,Sandersville,128 Commerce St,33.006971,-82.80556
1623497637891,El Dorado Seaside Suites By Karisma - All Inclusive,US,Beaumont,Km 95 Carretera Cancun Tulum,20.45379,-87.27365
1632087572484,La Playa,US,Milwaukee,424 E Wisconsin Ave,43.03876,-87.90608
1649267441664,Key West Inn - Clanton,US,Clanton,2045 Seventh St S,32.802624,-86.5871
1666447310850,La Quinta Inn and Suites Sunrise,US,Fort Lauderdale,13600 N W 2nd St,26.123981,-80.331315
1675037245441,Noyo Harbor Inn,US,Fort Bragg,500 Casa Del Noyo,39.426006,-123.80287
1683627180034,Homewood Suites Dallas-market Center,US,Dallas,2747 N Stemmans Fwy,32.80911,-96.847855
1700807049219,Best Western Silicon Valley Inn,US,Sunnyvale,600 N Mathilda Ave,37.392275,-122.029667
1717986918401,Mimi s Hotel Soho,GB,London,56 57 Frith Street Westminster Borough London W1D 3JG United Kingdom,51.5140329,-0.1320651
1717986918406,Acta Atrium Palace,ES,Barcelona,Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,41.390913,2.1706981
1726576852997,Hotel Galileo,IT,Milan,Corso Europa 9 Milan City Center 20122 Milan Italy,45.4642651,9.1960569
1735166787586,Hotel Square,FR,Paris,3 Rue De Boulainvilliers 16th arr 75016 Paris France,48.851589,2.2777274
1743756722180,Sydney House Chelsea,GB,London,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,51.4910062,-0.1717691
1752346656768,Thistle Kensington Gardens,GB,London,104 Bayswater Rd Westminster Borough London W2 3HL United Kingdom,51.5108439,-0.1839074
1752346656776,Andreola Central Hotel,IT,Milan,Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,45.4836517,9.2078581
1760936591363,NH London Kensington,GB,London,202 220 Cromwell Road Kensington and Chelsea London SW5 0SW United Kingdom,51.4948507,-0.1945544
1760936591367,Fifty Four Boutique Hotel,GB,London,54 Queens Gate Kensington and Chelsea London SW7 5JW United Kingdom,51.4963008,-0.1796853
1769526525952,Doubletree by Hilton London Kensington,GB,London,100 Queen s Gate Kensington and Chelsea London SW7 5AG United Kingdom,51.4925138,-0.1787917
1769526525957,Sansi Pedralbes,ES,Barcelona,Avenida Pearson 1 3 Les Corts 08034 Barcelona Spain,41.39367,2.1115418
1769526525958,Sir Adam Hotel,NL,Amsterdam,Overhoeksplein 7 Amsterdam Noord 1031 KS Amsterdam Netherlands,52.3840358,4.9028572
1778116460544,Kube Hotel Ice Bar,FR,Paris,1 5 Passage Ruelle 18th arr 75018 Paris France,48.88657,2.3588332
1778116460549,Baglioni Hotel London The Leading Hotels of the World,GB,London,60 Hyde Park gate Kensington and Chelsea London SW7 5BB United Kingdom,51.5017224,-0.1846243
1778116460554,Atahotel Contessa Jolanda,IT,Milan,Via Murat 21 Niguarda 20159 Milan Italy,45.4984161,9.1904375
1786706395140,Starhotels Ritz,IT,Milan,Via Spallanzani 40 Central Station 20129 Milan Italy,45.4779041,9.2094965
1795296329732,Hampshire Hotel Rembrandt Square Amsterdam,NL,Amsterdam,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,52.3663466,4.8985764
1803886264321,Karma Sanctum Soho Hotel,GB,London,20 Warwick Street Westminster Borough London W1B 5NF United Kingdom,51.5116049,-0.1383145
1803886264326,pentahotel Vienna,AT,Vienna,Margaretenstra e 92 05 Margareten 1050 Vienna Austria,48.1899743,16.3567007
1812476198915,H tel Regina,FR,Paris,2 place des Pyramides 1st arr 75001 Paris France,48.8637503,2.3320406
1812476198920,Hotel Stefanie,AT,Vienna,Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,48.2142766,16.3801779
1821066133508,Hotel Amadeus,AT,Vienna,Wildpretmarkt 5 01 Innere Stadt 1010 Vienna Austria,48.2104468,16.3715781
1829656068100,Adria Boutique Hotel,GB,London,88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,51.4933372,-0.1788931
1838246002688,Pullman Paris Centre Bercy,FR,Paris,1 Rue De Libourne 12th arr 75012 Paris France,48.8315204,2.3870797
1846835937282,Holiday Inn London Wembley,GB,London,Empire Way Wembley Brent London HA9 8DS United Kingdom,51.5590955,-0.284704
1855425871873,Crowne Plaza Barcelona Fira Center,ES,Barcelona,Avenida Rius y Taulet 1 3 Sants Montju c 08004 Barcelona Spain,41.3725246,2.1540788
1864015806468,Hotel Les Bulles De Paris,FR,Paris,32 rue des Ecoles 5th arr 75005 Paris France,48.849147,2.3471935
1864015806473,Hilton London Canary Wharf,GB,London,South Quay Marsh Wall Tower Hamlets London E14 9SH United Kingdom,51.5007324,-0.01655
1872605741059,Radisson Blu Edwardian Kenilworth,GB,London,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom,51.5179725,-0.1280495
1881195675650,Hotel du Petit Moulin,FR,Paris,29 31 rue de Poitou 3rd arr 75003 Paris France,48.8615843,2.3620652
1881195675655,Park Plaza Victoria Amsterdam,NL,Amsterdam,Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,52.377278,4.897818
1881195675657,Exe Laietana Palace,ES,Barcelona,Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,41.3833541,2.1794038
1889785610244,Sofitel London St James,GB,London,6 Waterloo Place Westminster Borough London SW1Y 4AN United Kingdom,51.5076044,-0.132266
1889785610249,Hotel Advance,ES,Barcelona,Sep lveda 180 Eixample 08011 Barcelona Spain,NA,NA
1898375544836,Mercure Milano Regency,IT,Milan,Via G Arimondi 12 Sempione 20155 Milan Italy,45.4897688,9.1549451
1906965479427,Maison Albar Hotel Paris Op ra Diamond,FR,Paris,4 rue de la P pini re 8th arr 75008 Paris France,NA,NA
1915555414018,U232 Hotel,ES,Barcelona,Comte d Urgell 232 Eixample 08036 Barcelona Spain,41.3895237,2.1490307
1924145348608,Hotel Cambon,FR,Paris,3 Rue Cambon 1st arr 75001 Paris France,48.866435,2.3251076
1924145348613,De L Europe Amsterdam,NL,Amsterdam,Nieuwe Doelenstraat 2 14 Amsterdam City Center 1012 CP Amsterdam Netherlands,52.3678779,4.8948936
1932735283202,Four Points Sheraton Milan Center,IT,Milan,Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,45.4851889,9.198015
1941325217795,Best Western Premier Op ra Li ge,FR,Paris,9 Rue De Li ge 9th arr 75009 Paris France,48.8795947,2.3280695
1949915152385,Hotel Le petit Paris,FR,Paris,214 rue Saint Jacques 5th arr 75005 Paris France,48.8452789,2.342295
1958505086978,Gartenhotel Altmannsdorf Hotel 1,AT,Vienna,Hoffingergasse 26 28 12 Meidling 1120 Vienna Austria,48.1640345,16.3216061
1967095021570,Kingsway Hall Hotel,GB,London,66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom,51.5158643,-0.1200625
1975684956160,1K Hotel,FR,Paris,13 Boulevard Du Temple 3rd arr 75003 Paris France,48.8639318,2.3658744
1975684956165,Shaftesbury Premier London Paddington,GB,Paddington,55 61 Westbourne Terrace Westminster Borough London W2 3UY United Kingdom,51.5153672,-0.1783271
1984274890752,L Edmond H tel,FR,Paris,22 avenue de Villiers 17th arr 75017 Paris France,48.8823111,2.3132374
1984274890757,Grand Visconti Palace,IT,Milan,Viale Isonzo 14 Porta Romana 20135 Milan Italy,45.4471408,9.2070051
1992864825348,Alma Barcelona GL,ES,Barcelona,Mallorca 269 271 Eixample 08008 Barcelona Spain,41.3945074,2.1632659
2001454759937,The Ampersand Hotel,GB,London,10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,51.4943077,-0.1755579
2001454759942,Courtyard by Marriott Amsterdam Arena Atlas,NL,Amsterdam Zuidoost,Hoogoorddreef 1 Zuidoost 1101 BA Amsterdam Netherlands,52.3101182,4.9472918
2010044694531,Courthouse Hotel Shoreditch,GB,London,335 337 Old Street Hackney London EC1V 9LL United Kingdom,51.5273442,-0.0796152
2018634629121,Malmaison London,GB,London,18 21 Charterhouse Square Islington London EC1M 6AH United Kingdom,51.520943,-0.1004581
2018634629125,Taj 51 Buckingham Gate Suites and Residences,GB,London,Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,51.498861,-0.1374897
2018634629130,Boutique Hotel Notting Hill,NL,Amsterdam,Westeinde 26 Amsterdam City Center 1017 ZP Amsterdam Netherlands,52.3583821,4.8988777
2027224563716,Eurostars Cristal Palace,ES,Barcelona,Diputaci 257 Eixample 08007 Barcelona Spain,41.3897945,2.1660575
2027224563718,The Level at Melia Barcelona Sky,ES,Barcelona,Lope de Vega 141 Sant Mart 08005 Barcelona Spain,41.406146,2.2008636
2027224563723,DO CO Hotel Vienna,AT,Vienna,Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,48.2082385,16.3715725
2035814498308,Carlyle Brera Hotel,IT,Milan,Corso Garibaldi 84 Milan City Center 20121 Milan Italy,45.4769923,9.1844899
2044404432899,The Bloomsbury Hotel,GB,London,16 22 Great Russell Street Camden London WC1B 3NN United Kingdom,51.5171671,-0.1290534
2044404432904,DoubleTree By Hilton London Excel,GB,London,Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom,51.507377,0.038657
2052994367491,Tryp Barcelona Condal Mar Hotel,ES,Barcelona,Crist bal de Moura 138 Sant Mart 08019 Barcelona Spain,41.4126508,2.2090895
2061584302081,Mayflower Hotel Apartments,GB,London,26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ United Kingdom,51.4916677,-0.1947475
